age,attrition,businesstravel,dailyrate,distancefromhome,education,environmentsatisfaction,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,over18,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,attrition_flag,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,department_Research & Development,department_Sales,maritalstatus_Married,maritalstatus_Single,overtime_Yes,educationfield_Life Sciences,educationfield_Marketing,educationfield_Medical,educationfield_Other,educationfield_Technical Degree,gender_Male,monthlyincome_log
55.0,No,Travel_Frequently,135,18,4,3,62,3,2,2,6385.0,12992,3,Y,14,3,4,80,2,17,3,3,8,7,6,7,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,8.761863373274727
41.0,No,Non-Travel,247,7,1,2,55,1,5,3,16581.0,20284,1,Y,22,4,2,80,2,21,3,3,21,16,5,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9.716073048676163
38.0,No,Travel_Rarely,1035,3,4,2,42,3,2,4,6861.0,4981,8,Y,12,3,3,80,0,19,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,8.833754223418396
26.0,Yes,Non-Travel,265,29,2,2,79,1,2,1,4969.0,21813,8,Y,18,3,4,80,0,7,6,3,2,2,2,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,8.511175119090675
52.0,Yes,Travel_Rarely,266,2,1,1,57,1,5,4,16581.0,25846,1,Y,15,3,4,80,1,33,3,3,32,14,6,9,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,9.716073048676163
44.0,No,Travel_Rarely,1448,28,3,4,53,4,4,4,13320.0,11737,3,Y,18,3,3,80,1,23,2,3,12,11,11,11,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,9.497097016351463
50.0,No,Non-Travel,145,1,3,4,95,3,2,3,6347.0,24920,0,Y,12,3,1,80,1,19,3,3,18,7,0,13,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,8.7558950816463
36.0,Yes,Travel_Rarely,885,16,4,3,43,4,1,1,2743.0,8269,1,Y,16,3,3,80,0,18,1,3,17,13,15,14,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,7.917171988845776
39.0,No,Travel_Frequently,945,22,3,4,82,3,3,1,10880.0,5083,1,Y,13,3,3,80,0,21,2,3,21,6,2,8,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,9.294773427951013
33.0,No,Non-Travel,1038,8,1,2,88,2,1,4,2342.0,21437,0,Y,19,3,4,80,0,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,7.759187438507795
45.0,No,Travel_Rarely,1234,11,2,4,90,3,4,4,16581.0,5404,3,Y,13,3,2,80,1,26,4,4,9,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,9.716073048676163
32.0,No,Non-Travel,1109,29,4,4,69,3,1,3,4025.0,11135,9,Y,12,3,2,80,0,10,2,3,8,7,7,7,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,8.300528606199737
34.0,No,Travel_Rarely,216,1,4,2,75,4,2,4,9725.0,12278,0,Y,11,3,4,80,1,16,2,2,15,1,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,9.182557990963732
59.0,No,Travel_Rarely,1089,1,2,2,66,3,3,4,11904.0,11038,3,Y,14,3,3,80,1,14,1,1,6,4,0,4,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,9.384713758920963
45.0,No,Travel_Rarely,788,24,4,2,36,3,1,2,2177.0,8318,1,Y,16,3,1,80,0,6,3,3,6,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7.686162303492906
53.0,No,Travel_Frequently,124,2,3,3,38,2,3,2,7525.0,23537,2,Y,12,3,1,80,1,30,2,3,15,7,6,12,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,8.926118971153382
36.0,Yes,Travel_Rarely,660,15,3,1,81,3,2,3,4834.0,7858,7,Y,14,3,2,80,1,9,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,8.483636407887396
26.0,Yes,Travel_Frequently,342,2,3,1,57,3,1,1,2042.0,15346,6,Y,14,3,2,80,1,6,2,3,3,2,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,7.622174594817622
34.0,No,Travel_Rarely,1333,10,4,3,87,3,1,3,2220.0,18410,1,Y,19,3,4,80,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,7.7057128238944275
28.0,No,Travel_Rarely,1144,10,1,4,74,3,1,2,1052.0,23384,1,Y,22,4,2,80,0,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,6.959398512133975
38.0,No,Travel_Frequently,1186,3,4,3,44,3,1,3,2821.0,2997,3,Y,16,3,1,80,1,8,2,3,2,2,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,7.945201132412759
50.0,No,Travel_Rarely,1464,2,4,2,62,3,5,3,16581.0,12853,2,Y,11,3,4,80,1,29,2,2,8,1,7,7,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,9.716073048676163
37.0,No,Travel_Rarely,124,3,3,4,35,3,2,2,4107.0,13848,3,Y,15,3,1,80,0,8,3,2,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,8.32069157104845
40.0,No,Travel_Rarely,300,26,3,3,74,3,2,1,8396.0,22217,1,Y,14,3,2,80,1,8,3,2,7,7,7,5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,9.035629778183564
26.0,No,Travel_Frequently,921,1,1,1,66,2,1,3,2007.0,25265,1,Y,13,3,3,80,2,5,5,3,5,3,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,7.60489448081162
46.0,No,Travel_Rarely,430,1,4,4,40,3,5,4,16581.0,21445,9,Y,17,3,4,80,2,23,0,3,2,2,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9.716073048676163
54.0,No,Travel_Rarely,1082,2,4,3,41,2,3,3,10686.0,8392,6,Y,11,3,2,80,1,13,4,3,9,4,7,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,9.276783328524896
56.0,No,Travel_Frequently,1240,9,3,1,63,3,1,3,2942.0,12154,2,Y,19,3,2,80,1,18,4,3,5,4,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,7.987184748233473
36.0,No,Travel_Rarely,796,12,5,4,51,2,3,4,8858.0,15669,0,Y,11,3,2,80,0,15,2,2,14,8,7,8,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,9.089189170412032
55.0,No,Non-Travel,444,2,1,3,40,2,4,1,16581.0,17323,7,Y,15,3,2,80,0,31,3,4,9,7,6,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,9.716073048676163
43.0,No,Travel_Rarely,415,25,3,3,79,2,3,4,10798.0,5268,5,Y,13,3,3,80,1,18,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,9.28720881623276
20.0,Yes,Travel_Frequently,769,9,3,4,54,3,1,4,2323.0,17205,1,Y,14,3,2,80,0,2,3,3,2,2,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,7.751045117971802
21.0,Yes,Travel_Rarely,1334,10,3,3,36,2,1,1,1416.0,17258,1,Y,13,3,1,80,0,1,6,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,7.256297239690681
46.0,No,Travel_Rarely,1003,8,4,4,74,2,2,1,4615.0,21029,8,Y,23,4,1,80,3,19,2,3,16,13,1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,8.437283808187935
51.0,Yes,Travel_Rarely,1323,4,4,1,34,3,1,3,2461.0,10332,9,Y,12,3,3,80,3,18,2,4,10,0,2,7,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,7.808729306744399
28.0,Yes,Non-Travel,1366,24,2,2,72,2,3,1,8722.0,12355,1,Y,12,3,1,80,0,10,2,2,10,7,1,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,9.07371849443322
26.0,No,Travel_Rarely,192,1,2,1,59,2,1,1,3955.0,11141,1,Y,16,3,1,80,2,6,2,3,5,3,1,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,8.282988692742602
30.0,No,Travel_Rarely,1176,20,3,3,85,3,2,1,9957.0,9096,0,Y,15,3,3,80,1,7,1,2,6,2,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,9.206131527202128
41.0,No,Travel_Rarely,509,7,2,2,43,4,1,3,3376.0,18863,1,Y,13,3,3,80,0,10,3,3,10,6,0,8,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,8.124743020385568
38.0,No,Travel_Rarely,330,17,1,3,65,2,3,3,8823.0,24608,0,Y,18,3,1,80,1,20,4,2,19,9,1,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.085230560933338
40.0,No,Travel_Rarely,1492,20,4,1,61,3,3,4,10322.0,26542,4,Y,20,4,4,80,1,14,6,3,11,10,11,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,9.24212969446559
27.0,No,Non-Travel,1277,8,5,1,87,1,1,3,4621.0,5869,1,Y,19,3,4,80,3,3,4,3,3,2,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,8.438582790834326
55.0,No,Travel_Frequently,1091,2,1,4,65,3,3,2,10976.0,15813,3,Y,18,3,2,80,1,23,4,3,3,2,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,9.303557453687317
28.0,No,Travel_Rarely,857,10,3,3,59,3,2,3,3660.0,7909,3,Y,13,3,4,80,0,10,4,4,8,7,1,7,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,8.205491613120236
44.0,Yes,Travel_Rarely,1376,1,2,2,91,2,3,1,10482.0,2326,9,Y,14,3,4,80,1,24,1,3,20,6,3,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9.257510176452573
33.0,No,Travel_Rarely,654,5,3,4,34,2,3,4,7119.0,21214,4,Y,15,3,3,80,1,9,2,3,3,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8.87066300440602
35.0,Yes,Travel_Rarely,1204,4,3,4,86,3,3,1,9582.0,10333,0,Y,22,4,1,80,0,9,2,3,8,7,4,7,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,9.167745974343763
33.0,Yes,Travel_Frequently,827,29,4,1,54,2,2,3,4508.0,3129,1,Y,22,4,2,80,0,14,4,3,13,7,3,8,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,8.413830678421084
28.0,No,Travel_Rarely,895,15,2,1,50,3,1,3,2207.0,22482,1,Y,16,3,4,80,1,4,5,2,4,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7.699842407396986
34.0,No,Travel_Frequently,618,3,1,1,45,3,2,4,7756.0,22266,0,Y,17,3,3,80,0,7,1,2,6,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,8.956350940490871
37.0,No,Travel_Rarely,309,10,4,4,88,2,2,4,6694.0,24223,2,Y,14,3,3,80,3,8,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,8.809116258125274
25.0,Yes,Travel_Rarely,1219,4,1,4,32,3,1,4,3691.0,4605,1,Y,15,3,2,80,1,7,3,4,7,7,5,6,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,8.213923595622743
26.0,Yes,Travel_Rarely,1330,21,3,1,37,3,1,3,2377.0,19373,1,Y,20,4,3,80,1,1,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,7.774015077250727
33.0,Yes,Travel_Rarely,1017,25,3,1,55,2,1,2,2313.0,2993,4,Y,20,4,2,80,0,5,0,3,2,2,2,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,7.746732907753622
42.0,No,Travel_Rarely,469,2,2,4,35,3,4,1,16581.0,14399,0,Y,17,3,4,80,1,23,3,3,22,6,13,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,9.716073048676163
28.0,Yes,Travel_Frequently,1009,1,3,1,45,2,1,2,2596.0,7160,1,Y,15,3,1,80,2,1,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,7.862112211662748
50.0,Yes,Travel_Frequently,959,1,4,4,81,3,2,3,4728.0,17251,3,Y,14,3,4,80,0,5,4,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,8.461469042643875
33.0,No,Travel_Frequently,970,7,3,4,30,3,2,2,4302.0,13401,0,Y,17,3,3,80,1,4,3,3,3,2,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,8.3670677328386
34.0,No,Non-Travel,697,3,4,3,40,2,1,4,2979.0,22478,3,Y,17,3,4,80,3,6,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,7.9996785794994505
48.0,No,Non-Travel,1262,1,4,1,35,4,4,4,16581.0,16154,2,Y,22,4,3,80,0,27,3,2,5,4,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,9.716073048676163
45.0,No,Non-Travel,1050,9,4,2,65,2,2,3,5593.0,17970,1,Y,13,3,4,80,1,15,2,3,15,10,4,12,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,8.629449873761905
52.0,No,Travel_Rarely,994,7,4,2,87,3,3,2,10445.0,15322,7,Y,19,3,4,80,0,18,4,3,8,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,9.253974408996244
38.0,No,Travel_Rarely,770,10,4,3,73,2,3,3,8740.0,5569,0,Y,14,3,2,80,2,9,2,3,8,7,2,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,9.075779878580487
29.0,No,Travel_Rarely,1107,28,4,3,93,3,1,4,2514.0,26968,4,Y,22,4,1,80,1,11,1,3,7,5,1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.83002808253384
28.0,No,Travel_Rarely,950,3,3,4,93,3,3,2,7655.0,8039,0,Y,17,3,2,80,3,10,3,2,9,7,1,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.94324493313279
46.0,No,Travel_Rarely,406,3,1,1,52,3,4,3,16581.0,15596,3,Y,12,3,4,80,1,23,3,3,12,9,4,9,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,9.716073048676163
38.0,No,Travel_Rarely,130,2,2,4,32,3,3,2,7351.0,20619,7,Y,16,3,3,80,0,10,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8.902727664035522
43.0,No,Travel_Frequently,1082,27,3,3,83,3,3,1,10820.0,11535,8,Y,11,3,3,80,1,18,1,3,8,7,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.289243969571649
39.0,Yes,Travel_Frequently,203,2,3,1,84,3,4,4,12169.0,13547,7,Y,11,3,4,80,3,21,4,3,18,7,11,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9.406729185981574
40.0,No,Travel_Rarely,1308,14,3,3,44,2,5,3,16581.0,17544,1,Y,14,3,1,80,0,21,2,4,20,7,4,9,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,9.716073048676163
21.0,No,Travel_Rarely,984,1,1,4,70,2,1,2,2070.0,25326,1,Y,11,3,3,80,0,2,6,4,2,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,7.635786861395585
39.0,No,Non-Travel,439,9,3,3,70,3,2,2,6782.0,8770,9,Y,15,3,3,80,0,9,2,2,5,4,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,8.82217476094608
36.0,No,Non-Travel,217,18,4,1,78,3,2,4,7779.0,23238,2,Y,20,4,1,80,0,18,0,3,11,9,0,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,8.959311617172437
31.0,No,Travel_Frequently,793,20,3,3,67,4,1,4,2791.0,21981,0,Y,12,3,1,80,1,3,4,3,2,2,2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,7.934513463882263
28.0,No,Travel_Rarely,1451,2,1,1,67,2,1,2,3201.0,19911,0,Y,17,3,1,80,0,6,2,1,5,3,0,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,8.07153089355666
35.0,No,Travel_Frequently,1182,11,2,4,54,3,2,4,4968.0,18500,1,Y,11,3,4,80,1,5,3,3,5,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,8.51097389160232
49.0,No,Travel_Rarely,174,8,4,4,56,2,4,2,13120.0,11879,6,Y,17,3,2,80,1,22,3,3,9,8,2,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,9.481969279105716
34.0,No,Travel_Frequently,1003,2,2,4,95,3,2,3,4033.0,15834,2,Y,11,3,4,80,0,5,3,2,3,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,8.302513718514158
29.0,No,Travel_Frequently,490,10,3,4,61,3,1,2,3291.0,17940,0,Y,14,3,4,80,2,8,2,2,7,5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,8.09925056179696
42.0,No,Travel_Rarely,188,29,3,2,56,1,2,4,4272.0,9558,4,Y,19,3,1,80,0,16,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,8.360071435644025
29.0,No,Travel_Rarely,718,8,1,2,79,2,2,4,5056.0,17689,1,Y,15,3,3,80,1,10,2,2,10,7,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,8.528528701079983
38.0,No,Travel_Rarely,433,1,3,3,37,4,1,3,2844.0,6004,1,Y,13,3,4,80,1,7,2,4,7,6,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.953318346560431
28.0,No,Travel_Frequently,773,6,3,3,39,2,1,3,2703.0,22088,1,Y,14,3,4,80,1,3,2,3,3,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,7.902487437162855
18.0,Yes,Non-Travel,247,8,1,3,80,3,1,3,1904.0,13556,1,Y,12,3,4,80,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,7.552237287560802
33.0,Yes,Travel_Rarely,603,9,4,1,77,3,2,1,8224.0,18385,0,Y,17,3,1,80,0,6,3,3,5,2,0,3,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,9.014933575633572
41.0,No,Travel_Rarely,167,12,4,2,46,3,1,4,4766.0,9051,3,Y,11,3,1,80,1,6,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,8.469472455204826
31.0,Yes,Travel_Frequently,874,15,3,3,72,3,1,3,2610.0,6233,1,Y,12,3,3,80,1,2,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,7.8674885686991285
37.0,No,Travel_Rarely,367,25,2,3,52,2,2,4,5731.0,17171,7,Y,13,3,3,80,2,9,2,3,6,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.653819788948063
27.0,No,Travel_Rarely,199,6,3,4,55,2,1,3,2539.0,7950,1,Y,13,3,3,80,1,4,0,3,4,2,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,7.8399193600125825
34.0,No,Travel_Rarely,1400,9,1,2,70,3,2,3,5714.0,5829,1,Y,20,4,1,80,0,6,3,2,6,5,1,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,8.65084957622891
35.0,No,Travel_Rarely,528,8,4,3,100,3,1,3,4323.0,7108,1,Y,17,3,2,80,0,6,2,1,5,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8.371936178759098
29.0,Yes,Travel_Rarely,408,23,1,4,45,2,3,1,7336.0,11162,1,Y,13,3,1,80,1,11,3,1,11,8,3,10,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,8.900685318713995
40.0,No,Travel_Frequently,593,9,4,2,88,3,3,3,13499.0,13782,9,Y,17,3,3,80,0,20,3,2,18,7,2,13,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,9.51044496442652
42.0,Yes,Travel_Frequently,481,12,3,3,44,3,4,1,13758.0,2447,0,Y,12,3,2,80,0,22,2,2,21,9,13,14,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,9.529448434427817
42.0,No,Travel_Rarely,647,4,4,2,45,3,2,1,5155.0,2253,7,Y,13,3,4,80,0,9,3,4,6,4,1,5,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8.547916364059079
35.0,No,Travel_Rarely,982,1,4,4,58,2,1,3,2258.0,16340,6,Y,12,3,2,80,1,10,2,3,8,0,1,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,7.7226775164680035
24.0,No,Travel_Rarely,477,24,3,4,49,3,1,2,3597.0,6409,8,Y,22,4,4,80,0,6,2,3,4,3,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,8.188133414510478
28.0,Yes,Travel_Rarely,1485,12,1,3,79,3,1,4,2515.0,22955,1,Y,11,3,4,80,0,1,4,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,7.830425617820331
26.0,No,Travel_Rarely,1384,3,4,1,82,4,1,4,4420.0,13421,1,Y,22,4,2,80,1,8,2,3,8,7,0,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,8.394121193826242
30.0,No,Travel_Rarely,852,10,3,3,72,2,2,3,6578.0,2706,1,Y,18,3,1,80,1,10,3,3,10,3,1,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,8.791638037085997
40.0,No,Travel_Frequently,902,26,2,3,92,2,2,4,4422.0,21203,3,Y,13,3,4,80,1,16,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,8.394573477868327
35.0,No,Travel_Rarely,819,2,3,3,44,2,3,2,10274.0,19588,2,Y,18,3,2,80,1,15,2,4,7,7,6,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9.237469039364436
34.0,No,Travel_Frequently,669,1,3,4,97,2,2,1,5343.0,25755,0,Y,20,4,3,80,0,14,3,3,13,9,4,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,8.583729715216482
35.0,No,Travel_Frequently,636,4,4,4,47,2,1,4,2376.0,26537,1,Y,13,3,2,80,1,2,2,4,2,2,2,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,7.773594467360194
43.0,Yes,Travel_Rarely,1372,9,3,1,85,1,2,3,5346.0,9489,8,Y,13,3,2,80,0,7,2,2,4,3,1,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,8.584290934948731
32.0,No,Non-Travel,862,2,1,3,76,3,1,1,2827.0,14947,1,Y,12,3,3,80,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7.947325027016463
56.0,No,Travel_Rarely,718,4,4,4,92,3,5,1,16581.0,18575,4,Y,13,3,4,80,1,28,2,3,5,2,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9.716073048676163
29.0,No,Travel_Rarely,1401,6,1,2,54,3,1,4,3131.0,26342,1,Y,13,3,1,80,1,10,5,3,10,8,0,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,8.049427057110695
19.0,No,Travel_Rarely,645,9,2,3,54,3,1,1,2552.0,7172,1,Y,25,4,3,80,0,1,4,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,7.845024417241484
45.0,No,Travel_Rarely,1457,7,3,1,83,3,1,3,4477.0,20100,4,Y,19,3,3,80,1,7,2,2,3,2,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,8.4069317971587
37.0,No,Travel_Rarely,977,1,3,4,56,2,2,4,6474.0,9961,1,Y,13,3,2,80,1,14,2,2,14,8,3,11,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,8.775703886567738
20.0,No,Travel_Rarely,805,3,3,1,87,2,1,3,3033.0,12828,1,Y,12,3,1,80,0,2,2,2,2,2,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,8.017637159908478
44.0,Yes,Travel_Rarely,1097,10,4,3,96,3,1,3,2936.0,10826,1,Y,11,3,3,80,0,6,4,3,6,4,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,7.98514393119862
53.0,No,Travel_Rarely,1223,7,2,4,50,3,5,3,16581.0,18640,3,Y,18,3,2,80,1,26,6,3,7,7,4,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9.716073048676163
29.0,No,Travel_Rarely,942,15,1,2,69,1,1,4,2168.0,26933,0,Y,18,3,1,80,1,6,2,2,5,4,1,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,7.682021510826875
22.0,Yes,Travel_Frequently,1256,3,4,3,48,2,1,4,2853.0,4223,0,Y,11,3,2,80,1,1,5,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,7.956476798036782
